SkDg;typDg;kodDg;nazovDg
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A841;Stredoeurópska kliešťová encefalitída
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A848;Iná vírusová encefalitída prenášaná kliešťami
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;A849;Vírusová encefalitída prenášaná kliešťami, bližšie neurčená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B180;Chronická hepatitída B s Delta vírusom
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B181;Chronická hepatitída B bez Delta vírusu
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B182;Chronická hepatitída C
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B188;Iná chronická vírusová hepatitída
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B189;Chronická vírusová hepatitída, bližšie neurčená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B208;Choroba HIV s následnými inými infekčnými a parazitovými chorobami bližšie určenými
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B227;Choroba HIV s následnými rozličnými chorobami zatriedenými inde
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B342;Koronavírusová infekcia bez bližšieho určenia miesta
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B500;Malária zapríčinená Plasmodium falciparum s mozgovými komplikáciami
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B508;Iná ťažká a komplikovaná malária zapríčinená Plasmodium falciparum
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B509;Malária zapríčinená Plasmodium falciparum, bližšie neurčená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B510;Malária zapríčinená Plasmodium vivax s ruptúrou sleziny
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B518;Malária zapríčinená Plasmodium vivax s inými komplikáciami
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B519;Malária zapríčinená Plasmodium vivax bez komplikácií
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B520;Malária zapríčinená Plasmodium malariae s nefropatiou
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B528;Malária zapríčinená Plasmodium malariae s inými komplikáciami
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B529;Malária zapríčinená Plasmodium malariae bez komplikácií
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B530;Malária zapríčinená Plasmodium ovale
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B531;Malária zapríčinená opičími plazmódiami
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B538;Iná parazitologicky potvrdená malária, nezatriedená inde
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B54;Malária, bližšie neurčená
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B86;Scabies
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B948;Následky iných bližšie určených infekčných a parazitových chorôb
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;B949;Následky bližšie neurčených infekčných alebo parazitových chorôb
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;U071;Potvrdená infekcia COVID-19
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;U072;Podozrenie z infekcie COVID-19
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;U073;Potvrdená infekcia COVID-19 PCR testom
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;U074;Potvrdená infekcia COVID-19 Ag testom
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;U080;Osobná anamnéza COVID-19
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;U100;Multisystémový zápalový syndróm v časovom vzťahu ku COVID-19
Infekčné a paracitárne ochorenie -pracovné lekárstvo;hlavná;U109;Multisystémový zápalový syndróm v časovom vzťahu ku COVID-19, bližšie neurčený
Intoxikácie - pracovné lekárstvo;hlavná;G622;Polyneuropatia zapríčinená inými toxickými látkami
Intoxikácie - pracovné lekárstvo;hlavná;G701;Toxická nervovosvalová choroba
Intoxikácie - pracovné lekárstvo;hlavná;M1009;Dna zapríčinená olovom, na viacerých miestach
Intoxikácie - pracovné lekárstvo;hlavná;N141;Nefropatia zapríčinená liečivami, liekmi alebo biologickými látkami
Intoxikácie - pracovné lekárstvo;hlavná;N142;Nefropatia zapríčinená bližšie neurčeným liečivom, liekom alebo biologickou látkou
Intoxikácie - pracovné lekárstvo;hlavná;N143;Nefropatia zapríčinená ťažkými kovmi
Intoxikácie - pracovné lekárstvo;hlavná;N144;Toxická nefropatia, nezatriedená inde
Intoxikácie - pracovné lekárstvo;hlavná;N158;Iná tubulointersticiálna choroba obličiek, bližšie určená
Intoxikácie - pracovné lekárstvo;hlavná;N189;Chronická choroba obličiek, bližšie neurčená
Intoxikácie - pracovné lekárstvo;hlavná;T360;Otrava penicilínmi
Intoxikácie - pracovné lekárstvo;hlavná;T361;Otrava cefalosporínmi a inými betalaktámovými antibiotikami
Intoxikácie - pracovné lekárstvo;hlavná;T362;Otrava liekmi zo skupiny chloramfenikolu
Intoxikácie - pracovné lekárstvo;hlavná;T363;Otrava makrolidmi
Intoxikácie - pracovné lekárstvo;hlavná;T364;Otrava tetracyklínmi
Intoxikácie - pracovné lekárstvo;hlavná;T365;Otrava aminoglykozidmi
Intoxikácie - pracovné lekárstvo;hlavná;T366;Otrava rifamycínmi
Intoxikácie - pracovné lekárstvo;hlavná;T367;Otrava protiplesňovými antibiotikami používanými systémovo
Intoxikácie - pracovné lekárstvo;hlavná;T368;Otrava inými celkovo účinkujúcimi antibiotikami
Intoxikácie - pracovné lekárstvo;hlavná;T369;Otrava celkovo účinkujúcimi antibiotikami, bližšie neurčenými
Intoxikácie - pracovné lekárstvo;hlavná;T370;Otrava sulfonamidmi
Intoxikácie - pracovné lekárstvo;hlavná;T371;Otrava antimykobaktériovými liekmi
Intoxikácie - pracovné lekárstvo;hlavná;T372;Otrava antimalarikami a liekmi účinkujúcimi na iné krvné prvoky (protozá)
Intoxikácie - pracovné lekárstvo;hlavná;T373;Otrava inými antiprotozoárnymi liekmi
Intoxikácie - pracovné lekárstvo;hlavná;T374;Otrava antihelmintikami
Intoxikácie - pracovné lekárstvo;hlavná;T375;Otrava protivírusovými liekmi
Intoxikácie - pracovné lekárstvo;hlavná;T378;Otrava inými bližšie určenými celkovo účinkujúcimi protiinfekčnými a antiparazitovými liekmi
Intoxikácie - pracovné lekárstvo;hlavná;T379;Otrava celkovo účinkujúcimi protiinfekčnými a antiparazitovými liekmi, bližšie neurčenými
Intoxikácie - pracovné lekárstvo;hlavná;T380;Otrava glukokortikoidmi a ich syntetickými analógmi
Intoxikácie - pracovné lekárstvo;hlavná;T381;Otrava hormónmi štítnej žľazy a ich náhradami
Intoxikácie - pracovné lekárstvo;hlavná;T382;Otrava tyreostatikami
Intoxikácie - pracovné lekárstvo;hlavná;T383;Otrava inzulínom a orálnymi antidiabetikami
Intoxikácie - pracovné lekárstvo;hlavná;T384;Otrava orálnymi kontraceptívami
Intoxikácie - pracovné lekárstvo;hlavná;T385;Otrava inými estrogénmi a progesterónmi
Intoxikácie - pracovné lekárstvo;hlavná;T386;Otrava antigonadotropínmi, antiestrogénmi, antiandrogénmi, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T387;Otrava androgénmi a príbuznými anabolikami
Intoxikácie - pracovné lekárstvo;hlavná;T388;Otrava inými a bližšie neurčenými hormónmi a ich syntetickými náhradami
Intoxikácie - pracovné lekárstvo;hlavná;T389;Otrava inými a bližšie neurčenými antagonistami hormónov
Intoxikácie - pracovné lekárstvo;hlavná;T390;Otrava salicylátmi
Intoxikácie - pracovné lekárstvo;hlavná;T391;Otrava derivátmi 4-aminofenolu
Intoxikácie - pracovné lekárstvo;hlavná;T392;Otrava pyrazolónovými derivátmi
Intoxikácie - pracovné lekárstvo;hlavná;T393;Otrava inými nesteroidovými antiflogistikami
Intoxikácie - pracovné lekárstvo;hlavná;T394;Otrava antireumatikami, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T398;Otrava inými neopioidovými analgetikami a antipyretikami, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T399;Otrava neopioidovými analgetikami, antipyretikami a antireumatikami, bližšie neurčenými
Intoxikácie - pracovné lekárstvo;hlavná;T400;Otrava ópiom
Intoxikácie - pracovné lekárstvo;hlavná;T401;Otrava heroínom
Intoxikácie - pracovné lekárstvo;hlavná;T402;Otrava inými opioidmi
Intoxikácie - pracovné lekárstvo;hlavná;T403;Otrava metadónom
Intoxikácie - pracovné lekárstvo;hlavná;T404;Otrava inými syntetickými opiátmi
Intoxikácie - pracovné lekárstvo;hlavná;T405;Otrava kokaínom
Intoxikácie - pracovné lekárstvo;hlavná;T406;Otrava inými a bližšie neurčenými opiátmi
Intoxikácie - pracovné lekárstvo;hlavná;T407;Otrava derivátmi cannabis
Intoxikácie - pracovné lekárstvo;hlavná;T408;Otrava lysergidom [LSD]
Intoxikácie - pracovné lekárstvo;hlavná;T409;Otrava inými a bližšie neurčenými psychodysleptikami [halucinogénmi]
Intoxikácie - pracovné lekárstvo;hlavná;T410;Otrava inhalačnými anestetikami
Intoxikácie - pracovné lekárstvo;hlavná;T411;Otrava intravenóznymi anestetikami
Intoxikácie - pracovné lekárstvo;hlavná;T412;Otrava inými a bližšie neurčenými celkovými anestetikami
Intoxikácie - pracovné lekárstvo;hlavná;T413;Otrava lokálnymi anestetikami
Intoxikácie - pracovné lekárstvo;hlavná;T414;Otrava anestetikami, bližšie neurčenými
Intoxikácie - pracovné lekárstvo;hlavná;T415;Otrava liečebnými plynmi
Intoxikácie - pracovné lekárstvo;hlavná;T420;Otrava derivátmi hydantoínu
Intoxikácie - pracovné lekárstvo;hlavná;T421;Otrava iminostilbénmi
Intoxikácie - pracovné lekárstvo;hlavná;T422;Otrava sukcinimidmi a oxazolidínmi
Intoxikácie - pracovné lekárstvo;hlavná;T423;Otrava barbiturátmi
Intoxikácie - pracovné lekárstvo;hlavná;T424;Otrava benzodiazepínmi
Intoxikácie - pracovné lekárstvo;hlavná;T425;Otrava zmiešanými antiepileptikami, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T426;Otrava inými antiepileptikami, sedatívami a hypnotikami
Intoxikácie - pracovné lekárstvo;hlavná;T427;Otrava antiepileptikami, sedatívami a hypnotikami, bližšie neurčenými
Intoxikácie - pracovné lekárstvo;hlavná;T428;Otrava antiparkinsonikami a inými centrálnymi myorelaxanciami
Intoxikácie - pracovné lekárstvo;hlavná;T430;Otrava tricyklickými a tetracyklickými antidepresívami
Intoxikácie - pracovné lekárstvo;hlavná;T431;Otrava antidepresívami skupiny inhibítorov monoaminooxidázy
Intoxikácie - pracovné lekárstvo;hlavná;T432;Otrava inými a bližšie neurčenými antidepresívami
Intoxikácie - pracovné lekárstvo;hlavná;T433;Otrava fenotiazínovými antipsychotikami a neuroleptikami
Intoxikácie - pracovné lekárstvo;hlavná;T434;Otrava butyrofenónovými a tioxanténovými neuroleptikami
Intoxikácie - pracovné lekárstvo;hlavná;T435;Otrava inými a bližšie neurčenými antipsychotikami a neuroleptikami
Intoxikácie - pracovné lekárstvo;hlavná;T436;Otrava psychostimulanciami s nebezpečenstvom návyku
Intoxikácie - pracovné lekárstvo;hlavná;T438;Otrava inými psychotropnými látkami, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T439;Otrava psychotropnou látkou, bližšie neurčenou
Intoxikácie - pracovné lekárstvo;hlavná;T440;Otrava inhibítormi cholínesterázy
Intoxikácie - pracovné lekárstvo;hlavná;T441;Otrava inými parasympatikomimetikami (cholínergikami)
Intoxikácie - pracovné lekárstvo;hlavná;T442;Otrava liekmi blokujúcimi gangliá (ganglioplegiká), nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T443;Otrava inými parasympatikolytikami (anticholínergikami a antimuskarinikami) a spazmolytikami, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T444;Otrava agonistami prevažne alfa-adrenoreceptorov, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T445;Otrava agonistami prevažne beta-adrenoreceptorov, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T446;Otrava antagonistami alfa-adrenoreceptorov, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T447;Otrava, antagonistami beta-adrenoreceptorov, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T448;Otrava prostriedkami, účinkujúcimi centrálne a blokujúcimi adrenergný neurón, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T449;Otrava inými a bližšie neurčenými liekmi, účinkujúcimi primárne na autonómnu nervovú sústavu
Intoxikácie - pracovné lekárstvo;hlavná;T450;Otrava antialergikami a antiemetikami
Intoxikácie - pracovné lekárstvo;hlavná;T451;Otrava antineoplastickými a imunosupresívnymi liekmi
Intoxikácie - pracovné lekárstvo;hlavná;T452;Otrava vitamínmi, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T453;Otrava enzýmami, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T454;Otrava železom a jeho zlúčeninami
Intoxikácie - pracovné lekárstvo;hlavná;T455;Otrava antikoagulanciami
Intoxikácie - pracovné lekárstvo;hlavná;T456;Otrava liekmi, ovplyvňujúcimi fibrinolýzu
Intoxikácie - pracovné lekárstvo;hlavná;T457;Otrava antagonistami antikoagulancií, vitamínom K a inými koagulanciami
Intoxikácie - pracovné lekárstvo;hlavná;T458;Otrava inými prostriedkami, účinkujúcimi najmä celkovo a na zložky krvi
Intoxikácie - pracovné lekárstvo;hlavná;T459;Otrava bližšie neurčenými prostriedkami, účinkujúcimi najmä celkovo a na zložky krvi
Intoxikácie - pracovné lekárstvo;hlavná;T460;Otrava srdcovými glykozidmi a liečivami s podobným účinkom
Intoxikácie - pracovné lekárstvo;hlavná;T461;Otrava kalciovými antagonistami
Intoxikácie - pracovné lekárstvo;hlavná;T462;Otrava inými antiarytmikami, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T463;Otrava koronárnymi vazodilatanciami, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T464;Otrava inhibítormi enzýmu, konvertujúceho angiotenzín
Intoxikácie - pracovné lekárstvo;hlavná;T465;Otrava inými antihypertenzívami, nezatriedenými inde
Intoxikácie - pracovné lekárstvo;hlavná;T466;Otrava hypolipidemikami a protiartériosklerotickými liekmi
Intoxikácie - pracovné lekárstvo;hlavná;T467;Otrava periférnymi vazodilatanciami
Intoxikácie - pracovné lekárstvo;hlavná;T468;Otrava antivarikóznymi liekmi vrátane sklerotizujúcich látok
Intoxikácie - pracovné lekárstvo;hlavná;T469;Otrava inými a bližšie neurčenými prostriedkami, účinkujúcimi najmä na obehovú sústavu
Intoxikácie - pracovné lekárstvo;hlavná;T470;Otrava antagonistami histamínových H2-receptorov
Intoxikácie - pracovné lekárstvo;hlavná;T471;Otrava inými antacidami a liekmi, tlmiacimi žalúdkovú sekréciu
Intoxikácie - pracovné lekárstvo;hlavná;T472;Otrava dráždivými (stimulujúcimi) preháňadlami
Intoxikácie - pracovné lekárstvo;hlavná;T473;Otrava salinickými a osmotickými preháňadlami
