kodHDg;nazovHDg;kodMS;nazovMS
T2115;Popálenina trupu 1. stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
T2119;Popálenina trupu 1. stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
T2120;Popálenina trupu 2a. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2121;Popálenina trupu 2a. stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
T2122;Popálenina trupu 2a. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
T2123;Popálenina trupu 2a. stupňa, brušná stena;S16-10;Menej ťažké popáleniny a poleptania
T2124;Popálenina trupu 2a. stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
T2125;Popálenina trupu 2a. stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
T2129;Popálenina trupu 2a. stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
T2130;Popálenina trupu 3. stupňa, časť bližšie neurčená;S16-06;Ťažké popáleniny a poleptania
T2131;Popálenina trupu 3. stupňa, prsník;S16-06;Ťažké popáleniny a poleptania
T2132;Popálenina trupu 3. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-06;Ťažké popáleniny a poleptania
T2133;Popálenina trupu 3. stupňa, brušná stena;S16-06;Ťažké popáleniny a poleptania
T2134;Popálenina trupu 3. stupňa, chrbát (ktorákoľvek časť);S16-06;Ťažké popáleniny a poleptania
T2135;Popálenina trupu 3. stupňa, vonkajšie genitálie;S16-06;Ťažké popáleniny a poleptania
T2139;Popálenina trupu 3. stupňa, iná časť;S16-06;Ťažké popáleniny a poleptania
T2140;Poleptanie trupu bližšie neurčeného stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2141;Poleptanie trupu bližšie neurčeného stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
T2142;Poleptanie trupu bližšie neurčeného stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
T2143;Poleptanie trupu bližšie neurčeného stupňa, brušná stena;S16-10;Menej ťažké popáleniny a poleptania
T2144;Poleptanie trupu bližšie neurčeného stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
T2145;Poleptanie trupu bližšie neurčeného stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
T2149;Poleptanie trupu bližšie neurčeného stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
T2150;Poleptanie trupu 1. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2151;Poleptanie trupu 1. stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
T2152;Poleptanie trupu 1. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
T2153;Poleptanie trupu 1. stupňa, brušná stena;S16-10;Menej ťažké popáleniny a poleptania
T2154;Poleptanie trupu 1. stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
T2155;Poleptanie trupu 1. stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
T2159;Poleptanie trupu 1. stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
T2160;Poleptanie trupu 2a. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2161;Poleptanie trupu 2a. stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
T2162;Poleptanie trupu 2a. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
T2163;Poleptanie trupu 2a. stupňa, brušná stena;S16-10;Menej ťažké popáleniny a poleptania
T2164;Poleptanie trupu 2a. stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
T2165;Poleptanie trupu 2a. stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
T2169;Poleptanie trupu 2a. stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
T2170;Poleptanie trupu 3. stupňa, časť bližšie neurčená;S16-06;Ťažké popáleniny a poleptania
T2171;Poleptanie trupu 3. stupňa, prsník;S16-06;Ťažké popáleniny a poleptania
T2172;Poleptanie trupu 3. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-06;Ťažké popáleniny a poleptania
T2173;Poleptanie trupu 3. stupňa, brušná stena;S16-06;Ťažké popáleniny a poleptania
T2174;Poleptanie trupu 3. stupňa, chrbát (ktorákoľvek časť);S16-06;Ťažké popáleniny a poleptania
T2175;Poleptanie trupu 3. stupňa, vonkajšie genitálie;S16-06;Ťažké popáleniny a poleptania
T2179;Poleptanie trupu 3. stupňa, iná časť;S16-06;Ťažké popáleniny a poleptania
T2180;Popálenina trupu 2b. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2181;Popálenina trupu 2b. stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
T2182;Popálenina trupu 2b. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
T2183;Popálenina trupu 2b. stupňa, brušná stena;S16-10;Menej ťažké popáleniny a poleptania
T2184;Popálenina trupu 2b. stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
T2185;Popálenina trupu 2b. stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
T2189;Popálenina trupu 2b. stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
T2190;Poleptanie trupu 2b. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2191;Poleptanie trupu 2b. stupňa, prsník;S16-10;Menej ťažké popáleniny a poleptania
T2192;Poleptanie trupu 2b. stupňa, stena hrudníka s výnimkou prsníka a bradavky;S16-10;Menej ťažké popáleniny a poleptania
T2193;Poleptanie trupu 2b. stupňa, brušná časť;S16-10;Menej ťažké popáleniny a poleptania
T2194;Poleptanie trupu 2b. stupňa, chrbát (ktorákoľvek časť);S16-10;Menej ťažké popáleniny a poleptania
T2195;Poleptanie trupu 2b. stupňa, vonkajšie genitálie;S16-10;Menej ťažké popáleniny a poleptania
T2199;Poleptanie trupu 2b. stupňa, iná časť;S16-10;Menej ťažké popáleniny a poleptania
T2200;Popálenina pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2201;Popálenina pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
T2202;Popálenina pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
T2203;Popálenina pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
T2210;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2211;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
T2212;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
T2213;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
T2220;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2221;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
T2222;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
T2223;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
T2230;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, časť bližšie neurčená;S16-06;Ťažké popáleniny a poleptania
T2231;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, lakeť a predlaktie;S16-06;Ťažké popáleniny a poleptania
T2232;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, horná časť ramena a oblasť pleca;S16-06;Ťažké popáleniny a poleptania
T2233;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, podpazušie;S16-06;Ťažké popáleniny a poleptania
T2240;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2241;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
T2242;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
T2243;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, bližšie neurčeného stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
T2250;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2251;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
T2252;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
T2253;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 1. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
T2260;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2261;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
T2262;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
T2263;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2a. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
T2270;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, časť bližšie neurčená;S16-06;Ťažké popáleniny a poleptania
T2271;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, lakeť a predlaktie;S16-06;Ťažké popáleniny a poleptania
T2272;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, horná časť ramena a oblasť pleca;S16-06;Ťažké popáleniny a poleptania
T2273;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 3. stupňa, podpazušie;S16-06;Ťažké popáleniny a poleptania
T2280;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2281;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
T2282;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
T2283;Popálenina pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
T2290;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, časť bližšie neurčená;S16-10;Menej ťažké popáleniny a poleptania
T2291;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, lakeť a predlaktie;S16-10;Menej ťažké popáleniny a poleptania
T2292;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, horná časť ramena a oblasť pleca;S16-10;Menej ťažké popáleniny a poleptania
T2293;Poleptanie pleca a hornej končatiny okrem zápästia a ruky, 2b. stupňa, podpazušie;S16-10;Menej ťažké popáleniny a poleptania
T230;Popálenina zápästia a ruky bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
T231;Popálenina zápästia a ruky 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2320;Popálenina zápästia a ruky 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2321;Popálenina zápästia a ruky 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T233;Popálenina zápästia a ruky 3. stupňa;S16-06;Ťažké popáleniny a poleptania
T234;Poleptanie zápästia a ruky bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
T235;Poleptanie zápästia a ruky 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2360;Poleptanie zápästia a ruky 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2361;Poleptanie zápästia a ruky 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T237;Poleptanie zápästia a ruky 3. stupňa;S16-06;Ťažké popáleniny a poleptania
T240;Popálenina bedra a dolnej končatiny okrem členka a nohy bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
T241;Popálenina bedra a dolnej končatiny okrem členka a nohy 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2420;Popálenina bedra a dolnej končatiny okrem členka a nohy 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2421;Popálenina bedra a dolnej končatiny okrem členka a nohy 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T243;Popálenina bedra a dolnej končatiny okrem členka a nohy 3. stupňa;S16-06;Ťažké popáleniny a poleptania
T244;Poleptanie bedra a dolnej končatiny okrem členka a nohy bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
T245;Poleptanie bedra a dolnej končatiny okrem členka a nohy 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2460;Poleptanie bedra a dolnej končatiny okrem členka a nohy 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2461;Poleptanie bedra a dolnej končatiny okrem členka a nohy 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T247;Poleptanie bedra a dolnej končatiny okrem členka a nohy 3. stupňa;S16-06;Ťažké popáleniny a poleptania
T250;Popálenina členka a nohy bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
T251;Popálenina členka a nohy 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2520;Popálenina členka a nohy 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2521;Popálenina členka a nohy 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T253;Popálenina členka a nohy 3. stupňa;S16-06;Ťažké popáleniny a poleptania
T254;Poleptanie členka a nohy bližšie neurčeného stupňa;S16-10;Menej ťažké popáleniny a poleptania
T255;Poleptanie členka a nohy 1. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2560;Poleptanie členka a nohy 2a. stupňa;S16-10;Menej ťažké popáleniny a poleptania
T2561;Poleptanie členka a nohy 2b. stupňa;S16-10;Menej ťažké popáleniny a poleptania
