kodHVyk;nazovHVyk;kodMS;nazovMS;Dgs
5n245x;Parciálna resekcia colon transversum, ostatné;S44-76;Jednoduchá resekcia čreva - onko;C184, C785, D12, 
5n24601;Ľavostranná hemikolektómia, laparotomicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C184-7, C785, D12
5n24602;Ľavostranná hemikolektómia, laparotomicky s enterostómiou a slepým uzáverom;S44-76;Jednoduchá resekcia čreva - onko;C184-7, C785, D12
5n24603;Ľavostranná hemikolektómia, laparotomicky s dvomi enterostómiami;S44-76;Jednoduchá resekcia čreva - onko;C184-7, C785, D12
5n24604;Ľavostranná hemikolektómia, laparotomicky s anastomózou a anus praeter naturalis;S44-76;Jednoduchá resekcia čreva - onko;C184-7, C785, D12
5n24621;Ľavostranná hemikolektómia, laparoskopicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C184-7, C785, D12
5n24625;Ľavostranná hemikolektómia, laparoskopicky s enterostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C184-7, C785, D12
5n2464;Ľavostranná hemikolektómia, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C184-7, C785, D12
5n246x;Ľavostranná hemikolektómia, ostatné;S44-76;Jednoduchá resekcia čreva - onko;C184-7, C785, D12
5n24701;Parciálna resekcia colon sigmoideum, laparotomicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C187, C785, D12
5n24702;Parciálna resekcia colon sigmoideum, laparotomicky s enterostómiou a slepým uzáverom;S44-76;Jednoduchá resekcia čreva - onko;C187, C785, D12
5n24703;Parciálna resekcia colon sigmoideum, laparotomicky s dvomi enterostómiami;S44-76;Jednoduchá resekcia čreva - onko;C187, C785, D12
5n24704;Parciálna resekcia colon sigmoideum, laparotomicky s anastomózou a anus praeter naturalis;S44-76;Jednoduchá resekcia čreva - onko;C187, C785, D12
5n24721;Parciálna resekcia colon sigmoideum, laparoskopicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C187, C785, D12
5n24725;Parciálna resekcia colon sigmoideum, laparoskopicky s enterostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C187, C785, D12
5n2474;Parciálna resekcia colon sigmoideum, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C187, C785, D12
5n247x;Parciálna resekcia colon sigmoideum, ostatné;S44-76;Jednoduchá resekcia čreva - onko;C187, C785, D12
5n24801;Resekcia viacerých susedných častí hrubého čreva, laparotomicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C180-9, C785, D12
5n24802;Resekcia viacerých susedných častí hrubého čreva, laparotomicky s enterostómiou a slepým uzáverom;S44-76;Jednoduchá resekcia čreva - onko;C180-9, C785, D12
5n24803;Resekcia viacerých susedných častí hrubého čreva, laparotomicky s dvomi enterostómiami;S44-76;Jednoduchá resekcia čreva - onko;C180-9, C785, D12
5n24804;Resekcia viacerých susedných častí hrubého čreva, laparotomicky s anastomózou a anus praeter;S44-76;Jednoduchá resekcia čreva - onko;C180-9, C785, D12
5n24821;Resekcia viacerých susedných častí hrubého čreva, laparoskopicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n24825;Resekcia viacerých susedných častí hrubého čreva, laparoskopicky s enterostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n2484;Resekcia viacerých susedných častí hrubého čreva, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n248x;Resekcia viacerých susedných častí hrubého čreva, ostatné;S44-76;Jednoduchá resekcia čreva - onko;C180-9, C785, D12
5n24x01;Iná parciálna resekcia hrubého čreva, laparotomicky s anastomózou;S44-76;Jednoduchá resekcia čreva - onko;C180-9, C785, D12
5n24x02;Iná parciálna resekcia hrubého čreva, laparotomicky s enterostómiou a slepým uzáverom;S44-76;Jednoduchá resekcia čreva - onko;C180-9, C785, D12
5n24x03;Iná parciálna resekcia hrubého čreva, laparotomicky s dvomi enterostómiami;S44-76;Jednoduchá resekcia čreva - onko;C180-9, C785, D12
5n24x04;Iná parciálna resekcia hrubého čreva, laparotomicky s anastomózou a anus praeter naturalis;S44-76;Jednoduchá resekcia čreva - onko;C180-9, C785, D12
5n24x21;Iná parciálna resekcia hrubého čreva, laparoskopicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n24x25;Iná parciálna resekcia hrubého čreva, laparoskopicky s enterostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n24x4;Iná parciálna resekcia hrubého čreva, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n24xx;Iná parciálna resekcia hrubého čreva,ostatné;S44-76;Jednoduchá resekcia čreva - onko;C180-9, C785, D12
5n25002;Totálna kolektómia, otvorene chirurgicky s ileorektálnou anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C785, D12
5n25003;Totálna kolektómia, otvorene chirurgicky s ileorektálnou anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n25004;Totálna kolektómia, otvorene chirurgicky s ileoanálnou anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C785, D12
5n25005;Totálna kolektómia, otvorene chirurgicky s ileoanálnou anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n25008;Totálna kolektómia, otvorene chirurgicky s ileostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n25026;Totálna kolektómia, laparoskopicky s anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C785, D12
5n25027;Totálna kolektómia, laparoskopicky s anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n25028;Totálna kolektómia, laparoskopicky s ileostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n2504;Totálna kolektómia, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n250x;Totálna kolektómia, ostatné;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C785, D12
5n25102;Totálna proktokolektómia, otvorene chirurgicky s ileorektálnou anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25103;Totálna proktokolektómia, otvorene chirurgicky s ileorektálnou anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25104;Totálna proktokolektómia, otvorene chirurgicky s ileoanálnou anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25105;Totálna proktokolektómia, otvorene chirurgicky s ileoanálnou anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25108;Totálna proktokolektómia, otvorene chirurgicky s ileostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25126;Totálna proktokolektómia, laparoskopicky s anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25127;Totálna proktokolektómia, laparoskopicky s anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25128;Totálna proktokolektómia, laparoskopicky s ileostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n2514;Totálna proktokolektómia, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n251x;Totálna proktokolektómia, ostatné;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25202;Totálna kolektómia s proktomukosektómiou, otvorene chirurgicky s ileorektálnou anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25203;Totálna kolektómia s proktomukosektómiou, otvorene chirurgicky s ileorektálnou anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25204;Totálna kolektómia s proktomukosektómiou, otvorene chirurgicky s ileoanálnou anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25205;Totálna kolektómia s proktomukosektómiou, otvorene chirurgicky s ileoanálnou anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25208;Totálna kolektómia s proktomukosektómiou, otvorene chirurgicky s ileostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25226;Totálna kolektómia s proktomukosektómiou, laparoskopicky s anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25227;Totálna kolektómia s proktomukosektómiou, laparoskopicky s anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25228;Totálna kolektómia s proktomukosektómiou, laparoskopicky s ileostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n2524;Totálna kolektómia s proktomukosektómiou, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n252x;Totálna kolektómia s proktomukosektómiou, ostatné;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25x02;Iná totálna kolektómia a proktokolektómia, otvorene chirurgicky s ileorektálnou anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25x03;Iná totálna kolektómia a proktokolektómia, otvorene chirurgicky s ileorektálnou anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25x04;Iná totálna kolektómia a proktokolektómia, otvorene chirurgicky s ileoanálnou anastomózou a s rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25x05;Iná totálna kolektómia a proktokolektómia, otvorene chirurgicky s ileoanálnou anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25x08;Iná totálna kolektómia a proktokolektómia, otvorene chirurgicky s ileostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25x26;Iná totálna kolektómia a proktokolektómia, laparoskopicky s anastomózou a rezervoárom;S44-63;Vysoko komplexná rozšírená resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25x27;Iná totálna kolektómia a proktokolektómia, laparoskopicky s anastomózou bez rezervoáru;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25x28;Iná totálna kolektómia a proktokolektómia, laparoskopicky s ileostómiou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25x4;Iná totálna kolektómia a proktokolektómia, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n25xx;Iná totálna kolektómia a proktokolektómia, ostatné;S44-82;Rozšírená a komplexná resekcia čreva - onko;C180-9, C19, C20, C785, D12
5n26001;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-4, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n26002;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s enterostómiou a slepým uzáverom;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-4, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n26003;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s dvomi enterostómiami;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-4, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n26004;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s anastomózou anus praeter;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-4, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n26020;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, laparoskopicky bez anastomózy;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-4, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n26021;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, laparoskopicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-4, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n2604;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-4, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n260x;Rozšírená pravostranná hemikolektómia s odstránením susedných orgánov, ostatné;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-4, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n26101;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-4, C248, C785, C258, C222-4, C23, C64, C65, C787, C790
5n26102;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s enterostómiou a slepým uzáverom;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C184-7,  C785, C258, C64, C65, C787, C790
5n26103;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s dvomi enterostómiami;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C184-7,  C785, C258, C64, C65, C787, C790
5n26104;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, otvorene chirurgicky s anastomózou anus praeter;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C184-7,  C785, C258, C64, C65, C787, C790
5n26120;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, laparoskopicky bez anastomózy;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C184-7,  C785, C258, C64, C65, C787, C790, C488, , C498, 
5n26121;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, laparoskopicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C184-7,  C785, C258, C64, C65, C787, C790, C488, , C498, 
5n2614;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, konverzia z laparoskopie na laparotómiu;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C184-7,  C785, C258, C64, C65, C787, C790, C488, , C498, 
5n261x;Rozšírená ľavostranná hemikolektómia s odstránením susedných orgánov, ostatné;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C184-7,  C785, C258, C64, C65, C787, C790, C488, , C498, 
5n26201;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, otvorene chirurgicky s anastomózou;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-9, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n26202;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, otvorene chirurgicky s enterostómiou a slepým uzáverom;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-9, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n26203;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, otvorene chirurgicky s dvomi enterostómiami;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-9, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
5n26204;Rozšírená subtotálna resekcia hrubého čreva s odstránením susedných orgánov, otvorene chirurgicky s anastomózou anus praeter;S44-82;Rozšírená a komplexná resekcia čreva - onko;C168, C178, C180-9, C248, C785, C258, C222-4, C23, C64, C65, C787, C790, C488, , C498, 
