kod_vykonu;nazov_vykonu
5v625x;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly, ostatné
5v625y;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), chronické fistuly v zygomatickej oblasti
5v6261;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti nosa
5v6264;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo ostatných častí hlavy
5v6265;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti krku
5v6266;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti ramena a axily
5v6267;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti rameno a lakeť
5v6268;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti predlaktia
5v6269;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti ruky
5v626a;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti hrudnej steny a chrbta
5v626b;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v brušnej oblasti 
5v626c;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v inguinálnej a genitálnej oblasti
5v626d;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v gluteálnej oblasti
5v626e;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti stehna a kolena
5v626f;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti predkolenia
5v626g;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti nohy (chodidla)
5v626h;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti kapilícia
5v626n;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti prsníka
5v626p;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v periaurikulárnej oblasti
5v626q;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v oblasti menta
5v626r;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v periokulárnej oblasti
5v626s;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v perianálnej oblasti
5v626t;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v bukálnej oblasti
5v626u;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v čelovej oblasti
5v626w;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v nasolabiálnej oblasti
5v626x;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo, ostatné
5v626y;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), jazvovité tkanivo v zygomatickej oblasti
5v6270;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti pery
5v6271;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti nosa
5v6274;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív ostatných častí hlavy
5v6275;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti krku
5v6276;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti ramena a axily
5v6277;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti rameno a lakeť
5v6278;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti predlaktia
5v6279;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti ruky
5v627a;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti hrudnej steny a chrbta
5v627b;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v brušnej oblasti 
5v627c;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v inguinálnej a genitálnej oblasti
5v627d;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v gluteálnej oblasti
5v627e;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti stehna a kolena
5v627f;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti predkolenia
5v627g;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti nohy (chodidla)
5v627h;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti kapilícia
5v627n;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti prsníka
5v627p;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v periaurikulárnej oblasti
5v627q;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v oblasti menta
5v627r;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v periokulárnej oblasti
5v627s;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v perianálnej oblasti
5v627t;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v bukálnej oblasti
5v627u;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v čelovej oblasti
5v627w;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v nasolabiálnej oblasti
5v627x;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív, ostatné
5v627y;Transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), vrodené vývojové chyby s defektom objemu mäkkých tkanív v zygomatickej oblasti
5v62x0;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti pery
5v62x1;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti nosa
5v62x4;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) ostatných častí hlavy
5v62x5;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti krku
5v62x6;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti ramena a axily
5v62x7;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti rameno a lakeť
5v62x8;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti predlaktia
5v62x9;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti ruky
5v62xa;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti hrudnej steny a chrbta
5v62xb;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v brušnej oblasti 
5v62xc;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v inguinálnej a genitálnej oblasti
5v62xd;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v gluteálnej oblasti
5v62xe;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti stehna a kolena
5v62xf;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti predkolenia
5v62xg;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti nohy (chodidla)
5v62xh;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti kapilícia
5v62xn;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti prsníka
5v62xp;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v periaurikulárnej oblasti
5v62xr;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v oblasti menta
5v62xs;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v periokulárnej oblasti
5v62xt;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v perianálnej oblasti
5v62xu;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v bukálnej oblasti
5v62xv;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v čelovej oblasti
5v62xw;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v nasolabiálnej oblasti
5v62xx;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting), ostatné
5v62xy;Iná transplantácia autológnych tukových buniek (štepov), malý objem (do 100ml - mikrografting) v zygomatickej oblasti
5v6300;Transplantácia autológnych tukových buniek (štepov), veľký objem (nad 100ml - makrografting), chronické defekty kože v oblasti pery
5v6301;Transplantácia autológnych tukových buniek (štepov), veľký objem (nad 100ml - makrografting), chronické defekty kože v oblasti nosa
5v6304;Transplantácia autológnych tukových buniek (štepov), veľký objem (nad 100ml - makrografting), chronické defekty kože ostatných častí hlavy
5v6305;Transplantácia autológnych tukových buniek (štepov), veľký objem (nad 100ml - makrografting), chronické defekty kože v oblasti krku
5v6306;Transplantácia autológnych tukových buniek (štepov), veľký objem (nad 100ml - makrografting), chronické defekty kože v oblasti ramena a axily
5v6307;Transplantácia autológnych tukových buniek (štepov), veľký objem (nad 100ml - makrografting), chronické defekty kože v oblasti rameno a lakeť
5v6308;Transplantácia autológnych tukových buniek (štepov), veľký objem (nad 100ml - makrografting), chronické defekty kože v oblasti predlaktia
5v6309;Transplantácia autológnych tukových buniek (štepov), veľký objem (nad 100ml - makrografting), chronické defekty kože v oblasti ruky
5v630a;Transplantácia autológnych tukových buniek (štepov), veľký objem (nad 100ml - makrografting), chronické defekty kože v oblasti hrudnej steny a chrbta
