kod_hlavneho_vykonu;nazov_hlavneho_vykonu;kod_ms;nazov_ms
8g1214;Ošetrenie a preväz popáleniny: od 15% do 20% povrchu tela;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
8g1215;Ošetrenie a preväz popáleniny: nad 20% povrchu tela;S16-04;Malé výkony na koži a podkoží pri popáleninách a poleptaniach
5k7500;Transplantácia srdca, ortotopicky bez normotermie štepu;S17-01;Transplantácia srdca
5k7501;Transplantácia srdca, ortotopicky v normotermii štepu;S17-01;Transplantácia srdca
5k7510;Transplantácia srdca, heterotopicky (asistenčné srdce) bez normotermie štepu;S17-01;Transplantácia srdca
5k7511;Transplantácia srdca, heterotopicky (asistenčné srdce) s normotermiou štepu;S17-01;Transplantácia srdca
5k752;Transplantácia komplexu srdce-pľúca En-bloc;S17-01;Transplantácia srdca
5k7530;Retransplantácia srdca počas tej istej hospitalizácie bez normotermie štepu;S17-01;Transplantácia srdca
5k7531;Retransplantácia srdca počas tej istej hospitalizácie s normotermiou štepu;S17-01;Transplantácia srdca
5k754;Retransplantácia komplexu srdce-pľúca (En-block) počas tej istej hospitalizácie;S17-01;Transplantácia srdca
5j4151;Transplantácia pľúc;S17-02;Transplantácia pľúc
5j4152;Retransplantácia pľúc v priebehu tej istej hospitalizácie;S17-02;Transplantácia pľúc
5n3460;Transplantácia duodena;S17-03;Transplantácia čreva
5n3461;Transplantácia jejuna;S17-03;Transplantácia čreva
5n3462;Transplantácia ilea;S17-03;Transplantácia čreva
5n346x;Transplantácia tenkého čreva, iné;S17-03;Transplantácia čreva
5n3470;Retransplantácia duodena počas tej istej hospitalizácie;S17-03;Transplantácia čreva
5n3471;Retransplantácia jejuna počas tej istej hospitalizácie;S17-03;Transplantácia čreva
5n3472;Retransplantácia ilea počas tej istej hospitalizácie;S17-03;Transplantácia čreva
5n347x;Retransplantácia tenkého čreva počas tej istej hospitalizácie, iné;S17-03;Transplantácia čreva
163002;Komplexné vyšetrenie a rozhodnutie o indikácii na transplantáciu pľúc, pacient bez registrácie na čakacej listine;S17-04;Rozhodnutie o indikácii a príprava pacienta na transpantáciu pľúc
163012;Čiastočné vyšetrenie a rozhodnutie o indikácii na transplantáciu pľúc, pacient bez registrácie na čakacej listine;S17-04;Rozhodnutie o indikácii a príprava pacienta na transpantáciu pľúc
163102;Komplexné vyšetrenie a rozhodnutie o indikácii na transplantáciu pľúc, pacient s registráciou na čakacej listine;S17-04;Rozhodnutie o indikácii a príprava pacienta na transpantáciu pľúc
163112;Čiastočné vyšetrenie a rozhodnutie o indikácii na transplantáciu pľúc, pacient s registráciou na čakacej listine;S17-04;Rozhodnutie o indikácii a príprava pacienta na transpantáciu pľúc
163122;Opakované vyšetrenie a rozhodnutie o vyradení pacienta z čakacej listiny na transplantáciu pľúc;S17-04;Rozhodnutie o indikácii a príprava pacienta na transpantáciu pľúc
8v2112;Lôžková starostlivosť pred transplantáciou pľúc: najmenej 10 až najviac 29 dní;S17-04;Rozhodnutie o indikácii a príprava pacienta na transpantáciu pľúc
163001;Komplexné vyšetrenie a rozhodnutie o indikácii na transplantáciu srdca, pacient bez registrácie na čakacej listine;S17-05;Hospitalizácia pred transplantáciou srdca
163003;Komplexné vyšetrenie a rozhodnutie o indikácii na transplantáciu srdca a pľúc, pacient bez registrácie na čakacej listine;S17-05;Hospitalizácia pred transplantáciou srdca
163011;Čiastočné vyšetrenie a rozhodnutie o indikácii na transplantáciu srdca, pacient bez registrácie na čakacej listine;S17-05;Hospitalizácia pred transplantáciou srdca
163013;Čiastočné vyšetrenie a rozhodnutie o indikácii na transplantáciu srdca a pľúc, pacient bez registrácie na čakacej listine;S17-05;Hospitalizácia pred transplantáciou srdca
163101;Komplexné vyšetrenie a rozhodnutie o indikácii na transplantáciu srdca, pacient s registráciou na čakacej listine;S17-05;Hospitalizácia pred transplantáciou srdca
163103;Komplexné vyšetrenie a rozhodnutie o indikácii na transplantáciu srdca a pľúc, pacient s registráciou na čakacej listine;S17-05;Hospitalizácia pred transplantáciou srdca
163111;Čiastočné vyšetrenie a rozhodnutie o indikácii na transplantáciu srdca, pacient s registráciou na čakacej listine;S17-05;Hospitalizácia pred transplantáciou srdca
163113;Čiastočné vyšetrenie a rozhodnutie o indikácii na transplantáciu srdca a pľúc, pacient s registráciou na čakacej listine;S17-05;Hospitalizácia pred transplantáciou srdca
8v2111;Lôžková starostlivosť pred transplantáciou srdca: najmenej 10 až najviac 29 dní;S17-05;Hospitalizácia pred transplantáciou srdca
8v2113;Lôžková starostlivosť pred transplantáciou srdca a pľúc: najmenej 10 až najviac 29 dní;S17-05;Hospitalizácia pred transplantáciou srdca
8v2121;Lôžková starostlivosť pred transplantáciou srdca: najmenej 30 až najviac 49 dní;S17-05;Hospitalizácia pred transplantáciou srdca
8v2123;Lôžková starostlivosť pred transplantáciou srdca a pľúc: najmenej 30 až najviac 49 dní;S17-05;Hospitalizácia pred transplantáciou srdca
8v2131;Lôžková starostlivosť pred transplantáciou srdca: najmenej 50 dní;S17-05;Hospitalizácia pred transplantáciou srdca
8v2133;Lôžková starostlivosť pred transplantáciou srdca a pľúc: najmenej 50 dní;S17-05;Hospitalizácia pred transplantáciou srdca
8v2211;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca: do 15 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2213;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca a pľúc: do 15 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2221;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca: najmenej 16 až najviac 22 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2223;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca a pľúc: najmenej 16 až najviac 22 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2231;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca: najmenej 23 až najviac 29 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2233;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca a pľúc: najmenej 23 až najviac 29 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2241;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca: najmenej 30 až najviac 43 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2243;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca a pľúc: najmenej 30 až najviac 43 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2251;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca: najmenej 44 až najviac 57 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2253;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca a pľúc: najmenej 44 až najviac 57 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2261;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca: najmenej 58 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2263;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu srdca a pľúc: najmenej 58 dní pred transplantáciou;S17-05;Hospitalizácia pred transplantáciou srdca
8v2122;Lôžková starostlivosť pred transplantáciou pľúc: najmenej 30 až najviac 49 dní;S17-06;Hospitalizácia pred transplantáciou pľúc
8v2132;Lôžková starostlivosť pred transplantáciou pľúc: najmenej 50 dní;S17-06;Hospitalizácia pred transplantáciou pľúc
8v2212;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu pľúc: do 15 dní pred transplantáciou;S17-06;Hospitalizácia pred transplantáciou pľúc
8v2222;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu pľúc: najmenej 16 až najviac 22 dní pred transplantáciou;S17-06;Hospitalizácia pred transplantáciou pľúc
8v2232;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu pľúc: najmenej 23 až najviac 29 dní pred transplantáciou;S17-06;Hospitalizácia pred transplantáciou pľúc
8v2242;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu pľúc: najmenej 30 až najviac 43 dní pred transplantáciou;S17-06;Hospitalizácia pred transplantáciou pľúc
8v2252;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu pľúc: najmenej 44 až najviac 57 dní pred transplantáciou;S17-06;Hospitalizácia pred transplantáciou pľúc
8v2262;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu pľúc: najmenej 58 dní pred transplantáciou;S17-06;Hospitalizácia pred transplantáciou pľúc
163006;Komplexné vyšetrenie a rozhodnutie o indikácii na transplantáciu čreva, pacient bez registrácie na čakacej listine;S17-07;Hospitalizácia pred transplantáciou čreva
163016;Čiastočné vyšetrenie a rozhodnutie o indikácii na transplantáciu čreva, pacient bez registrácie na čakacej listine;S17-07;Hospitalizácia pred transplantáciou čreva
163106;Komplexné vyšetrenie a rozhodnutie o indikácii na transplantáciu čreva, pacient s registráciou na čakacej listine;S17-07;Hospitalizácia pred transplantáciou čreva
163116;Čiastočné vyšetrenie a rozhodnutie o indikácii na transplantáciu čreva, pacient s registráciou na čakacej listine;S17-07;Hospitalizácia pred transplantáciou čreva
8v2116;Lôžková starostlivosť pred transplantáciou tenkého čreva: najmenej 10 až najviac 29 dní;S17-07;Hospitalizácia pred transplantáciou čreva
8v2126;Lôžková starostlivosť pred transplantáciou tenkého čreva: najmenej 30 až najviac 49 dní;S17-07;Hospitalizácia pred transplantáciou čreva
8v2136;Lôžková starostlivosť pred transplantáciou tenkého čreva: najmenej 50 dní;S17-07;Hospitalizácia pred transplantáciou čreva
8v2216;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu tenkého čreva: do 15 dní pred transplantáciou ;S17-07;Hospitalizácia pred transplantáciou čreva
8v2226;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu tenkého čreva: najmenej 16 až najviac 22 dní pred transplantáciou ;S17-07;Hospitalizácia pred transplantáciou čreva
8v2236;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu tenkého čreva: najmenej 23 až najviac 29 dní pred transplantáciou ;S17-07;Hospitalizácia pred transplantáciou čreva
8v2246;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu tenkého čreva: najmenej 30 až najviac 43 dní pred transplantáciou ;S17-07;Hospitalizácia pred transplantáciou čreva
8v2256;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu tenkého čreva: najmenej 44 až najviac 57 dní pred transplantáciou ;S17-07;Hospitalizácia pred transplantáciou čreva
8v2266;Lôžková starostlivosť po zaradení na čakaciu listinu na transplantáciu tenkého čreva: najmenej 58 dní pred transplantáciou ;S17-07;Hospitalizácia pred transplantáciou čreva
5n540;Kompletná transplantácia pečene;S17-11;Transplantácia pečene
5n541;Parciálna transplantácia pečene;S17-11;Transplantácia pečene
5n542;Transplantácia ľavého hepatálneho laloku dodatočne k vlastnému orgánu;S17-11;Transplantácia pečene
5n543;Kompletná retransplantácia celého orgánu pečene počas tej istej hospitalizácie;S17-11;Transplantácia pečene
5n544;Parciálna retransplantácia  pečene počas tej istej hospitalizácie;S17-11;Transplantácia pečene
5n545;Auxiliárna retransplantácia ľavého hepatálneho laloku dodatočne k vlastnému orgánu počas tej istej hospitalizácie;S17-11;Transplantácia pečene
5n54x;Transplantácia pečene, ostatné;S17-11;Transplantácia pečene
5n74a;Transplantácia pankreasu, injekcia z pankreatického tkaniva;S17-12;Transplantácia pankreasu
5n74b;Transplantácia pankreasu;S17-12;Transplantácia pankreasu
5n74c;Transplantácia pankreasu a obličky;S17-12;Transplantácia pankreasu
5n74d0;Retransplantácia tkaniva pankreasu počas tej istej hospitalizácie;S17-12;Transplantácia pankreasu
5n74d1;Retransplantácia segmentu pankreasu počas tej istej hospitalizácie;S17-12;Transplantácia pankreasu
5n74d2;Retransplantácia pankreasu počas tej istej hospitalizácie;S17-12;Transplantácia pankreasu
5o140;Transplantácia obličky, alogénny živý darca;S17-13;Transplantácia obličky
5o141;Transplantácia obličky, alogénny mŕtvy darca;S17-13;Transplantácia obličky
5o142;Transplantácia obličky, syngénny darca;S17-13;Transplantácia obličky
5o145;Transplantácia obličky, en bloc transplantát;S17-13;Transplantácia obličky
5o146;Retransplantácia obličky, alogénny živý darca počas tej istej hospitalizácie;S17-13;Transplantácia obličky
5o147;Retransplantácia obličky, alogénny mŕtvy darca počas tej istej hospitalizácie;S17-13;Transplantácia obličky
5o148;Retransplantácia obličky, en bloc transplantát počas tej istej hospitalizácie;S17-13;Transplantácia obličky
5o14x;Transplantácia obličky, ostatné;S17-13;Transplantácia obličky
163014;Čiastočné vyšetrenie a rozhodnutie o indikácii na transplantáciu pečene, pacient bez registrácie na čakacej listine;S17-14;Hospitalizácia pred transplantáciou pečene
163104;Komplexné vyšetrenie a rozhodnutie o indikácii na transplantáciu pečene, pacient s registráciou na čakacej listine;S17-14;Hospitalizácia pred transplantáciou pečene
163114;Čiastočné vyšetrenie a rozhodnutie o indikácii na transplantáciu pečene, pacient s registráciou na čakacej listine;S17-14;Hospitalizácia pred transplantáciou pečene
8v2114;Lôžková starostlivosť pred transplantáciou pečene: najmenej 10 až najviac 29 dní;S17-14;Hospitalizácia pred transplantáciou pečene
