kod_vykonu;nazov_vykonu;skupina_diagnoz;kod_ms;nazov_ms
5n22x2;Iná excízia a deštrukcia chorého tkaniva hrubého čreva termokoaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n22x3;Iná excízia a deštrukcia chorého tkaniva hrubého čreva kryokoaguláciou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n22x4;Iná excízia a deštrukcia chorého tkaniva hrubého čreva fotodynamickou liečbou;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n22xx;Iná excízia a deštrukcia chorého tkaniva hrubého čreva, ostatné;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n3503;Dezinvaginácia hrubého čreva;Skupina onkologických diagnóz 22;S44-84;Základné operačné výkony na čreve - onko
5n220;Lokálna excízia chorého tkaniva hrubého čreva, otvorene chirurgicky ;Skupina onkologických diagnóz 24;S44-84;Základné operačné výkony na čreve - onko
5n2230;Otvorená chirurgická deštrukcia chorého tkaniva hrubého čreva elektrokoaguláciou;Skupina onkologických diagnóz 24;S44-84;Základné operačné výkony na čreve - onko
5n20e;Bajpasové viacpočetné anastomózy čriev;Skupina onkologických diagnóz 28;S44-84;Základné operačné výkony na čreve - onko
5n203;Perkutána endoskopická jejunostómia [PEJ];Skupina onkologických diagnóz 31;S44-84;Základné operačné výkony na čreve - onko
5n3970;Sutúra ulkusu na čreve, laparotomicky;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n3972;Sutúra ulkusu na čreve, laparoskopicky;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n3974;Sutúra ulkusu na čreve, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n397x;Sutúra ulkusu na čreve, ostatné;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n3980;Opich ulkusu na čreve, laparotomicky;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n3982;Opich ulkusu na čreve, laparoskopicky;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n3984;Opich ulkusu na čreve, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n398x;Opich ulkusu na čreve, ostatné;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n39b0;Rozširovanie čreva, laparotomicky;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n39b2;Rozširovanie čreva, laparoskopicky;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n39b4;Rozširovanie čreva, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n39l;Sekundárna apendektómia;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n39x0;Iné operačné výkony na čreve, laparotomicky;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n39x2;Iné operačné výkony na čreve, laparoskopicky;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n39x4;Iné operačné výkony na čreve, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n39xx;Iné operačné výkony na čreve, ostatné;Skupina onkologických diagnóz 32;S44-84;Základné operačné výkony na čreve - onko
5n341x;Uzavretie črevnej fistuly otvorene chirurgicky, ostatné;Skupina onkologických diagnóz 34;S44-84;Základné operačné výkony na čreve - onko
5n20x;Bajpasové anastomózy čriev, ostatné;Skupina onkologických diagnóz 36;S44-84;Základné operačné výkony na čreve - onko
5n20a;Bajpasové anastomózy tenkého črevo k tenkému črevu;Skupina onkologických diagnóz 40;S44-84;Základné operačné výkony na čreve - onko
5n20c;Bajpasové anastomózy tenkého čreva k hrubému črevu;Skupina onkologických diagnóz 45;S44-84;Základné operačné výkony na čreve - onko
5n33a2;Obnovenie kontinuity čreva pri dvojzložkovej kolostómii;Skupina onkologických diagnóz 50;S44-84;Základné operačné výkony na čreve - onko
5n33b2;Obnovenie kontinuity čreva pri terminálnej kolostómii;Skupina onkologických diagnóz 50;S44-84;Základné operačné výkony na čreve - onko
5n3413;Uzavretie črevnej fistuly hrubého čreva, otvorene chirurgicky;Skupina onkologických diagnóz 50;S44-84;Základné operačné výkony na čreve - onko
5n3010;Vytvorenie dvojzložkovej ileostómie ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3012;Vytvorenie dvojzložkovej ileostómie ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3014;Vytvorenie dvojzložkovej ileostómie ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3020;Vytvorenie dvojzložkovej ascendostómie ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3022;Vytvorenie dvojzložkovej ascendostómie ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3024;Vytvorenie dvojzložkovej ascendostómie ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3030;Vytvorenie dvojzložkovej transverzostómie ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3032;Vytvorenie dvojzložkovej transverzostómie ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3034;Vytvorenie dvojzložkovej transverzostómie ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3040;Vytvorenie dvojzložkovej descendostómie ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3042;Vytvorenie dvojzložkovej descendostómie ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3044;Vytvorenie dvojzložkovej descendostómie ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3050;Vytvorenie dvojzložkovej sigmoideostómie ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3052;Vytvorenie dvojzložkovej sigmoideostómie ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3054;Vytvorenie dvojzložkovej sigmoideostómie ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n30x0;Vytvorenie dvojzložkovej enterostómie ako samostatný výkon, ostatné laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n30x2;Vytvorenie dvojzložkovej enterostómie ako samostatný výkon, ostatné laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n30x4;Vytvorenie dvojzložkovej enterostómie ako samostatný výkon, ostatné konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3100;Vytvorenie terminálnej cékalnej stómie [caecumstómia] ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3102;Vytvorenie terminálnej cékalnej stómie [caecumstómia] ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3104;Vytvorenie terminálnej cékalnej stómie [caecumstómia] ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3110;Vytvorenie terminálnej ascendostómie ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3112;Vytvorenie terminálnej ascendostómie ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3114;Vytvorenie terminálnej ascendostómie ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3120;Vytvorenie terminálnej transverzostómie ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3122;Vytvorenie terminálnej transverzostómie ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3124;Vytvorenie terminálnej transverzostómie ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3130;Vytvorenie terminálnej descendostómie ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3132;Vytvorenie terminálnej descendostómie ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3134;Vytvorenie terminálnej descendostómie ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3140;Vytvorenie terminálnej sigmoideostómie ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3142;Vytvorenie terminálnej sigmoideostómie ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3144;Vytvorenie terminálnej sigmoideostómie ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3150;Vytvorenie terminálnej ileostómie ako samostatný výkon, laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3152;Vytvorenie terminálnej ileostómie ako samostatný výkon, laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3154;Vytvorenie terminálnej ileostómie ako samostatný výkon, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n31x0;Vytvorenie terminálnej enterostómie ako samostatný výkon, ostatné laparotomicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n31x2;Vytvorenie terminálnej enterostómie ako samostatný výkon, ostatné laparoskopicky;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n31x4;Vytvorenie terminálnej enterostómie ako samostatný výkon, ostatné konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n3222;Vytvorenie ileostómie ako protektívny výkon v súvislosti s iným výkonom;Skupina onkologických diagnóz 52;S44-84;Základné operačné výkony na čreve - onko
5n202;Incízia hrubého čreva;Skupina onkologických diagnóz 54;S44-84;Základné operačné výkony na čreve - onko
5n32x4;Vytvorenie iných enterostómií, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n33bx;Obnovenie kontinuity čreva pri terminálnej enterostómii, ostatné;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n35x1;Uvoľnenie [deliberácia] duodena;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n35xx;Intraabdominálne manipulácie na čreve, ostatné;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n3900;Dekompresia čreva, laparotomicky;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n3902;Dekompresia čreva, laparoskopicky;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n3904;Dekompresia čreva, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n390x;Dekompresia čreva, ostatné;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n3950;Fixácia tenkého čreva na pravú stranu brušnej steny a hrubého čreva na ľavú stranu brušnej steny, laparotomicky;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n3952;Fixácia tenkého čreva na pravú stranu brušnej steny a hrubého čreva na ľavú stranu brušnej steny, laparoskopicky;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n3954;Fixácia tenkého čreva na pravú stranu brušnej steny a hrubého čreva na ľavú stranu brušnej steny, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n395x;Fixácia tenkého čreva na pravú stranu brušnej steny a hrubého čreva na ľavú stranu brušnej steny, ostatné;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n39bx;Rozširovanie čreva, ostatné;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n39c0;Endo-Loop čreva, laparotomicky;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n39c2;Endo-Loop čreva, laparoskopicky;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n39c4;Endo-Loop čreva, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n39cx;Endo-Loop čreva, ostatné;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n39d0;Klipovanie čreva, laparotomicky;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n39d2;Klipovanie čreva, laparoskopicky;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
5n39d4;Klipovanie čreva, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 6;S44-84;Základné operačné výkony na čreve - onko
